TIPO,ID_PARAFRASEADO,ID_ORIGINAL,TITULO_ORIGINAL,TITULO_PARAFRASEADO,DESCRIPCION_ORIGINAL,DESCRIPCION_PARAFRASEADA,URL_IMAGEN_ORIGINAL,URL_IMAGEN_PARAFRASEADO,FECHA_ORIGINAL,FECHA_PUBLICACION,CATEGORIA,SITIO_DESTINO,CONTENIDO_ORIGINAL_PREVIEW,CONTENIDO_PARAFRASEADO_PREVIEW,COINCIDE_IMAGEN,COINCIDE_CATEGORIA
PARAFRASEADO,"d421eae2-dfdb-45c8-941a-1d187fb26bf7","105252cd-a4b2-4e7a-84b9-274bee6e132d","Musk lanza un fuerte dardo a Sheinbaum","Musk lanza un fuerte dardo a Sheinbaum","N/A","Musk lanza un fuerte dardo a Sheinbaum","https://mfes.b37m.ru/actualidad/public_images/2026.02/article/699c93cbe9ff71787b5e7e6f.png","https://mfes.b37m.ru/actualidad/public_images/2026.02/article/699c93cbe9ff71787b5e7e6f.png","2026-02-23T19:07:39Z","2026-02-23T19:07:39Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","El empresario Elon Musk lanzó este lunes una dura crítica contra la presidenta de México, Claudia Sheinbaum, luego de la muerte del narcotraficante Nemesio Oseguera Cervantes, alias 'El Mencho', duran","<p>El empresario Elon Musk lanzó este lunes una dura crítica contra la presidenta de México, Claudia Sheinbaum, luego de la muerte del narcotraficante Nemesio Oseguera Cervantes, alias 'El Mencho', du",SI,SI
PARAFRASEADO,"62155b27-8c83-494d-8f64-dcec93dd3cce","96d68035-1017-4509-aa09-7b905cb8cda6","Estado de la Unión: qué es, fecha, hora y los temas que marcarán el discurso de Trump","Estado de la Unión: qué es, fecha, hora y los temas que marcarán el discurso de Trump","N/A","Estado de la Unión: qué es, fecha, hora y los temas que marcarán el discurso de Trump","https://cdn.republica.com/022026/1771874474034.jpg?&cw=600&ch=365","https://cdn.republica.com/022026/1771874474034.jpg?&cw=600&ch=365","2026-02-23T18:48:00Z","2026-02-23T18:48:00Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","El presidente Donald Trump hablará este 24 de febrero ante el Congreso en un contexto de alta tensión política. El mensaje llega en medio del cierre parcial del Departamento de Seguridad Nacional, un ","<p>El presidente Donald Trump hablará este 24 de febrero ante el Congreso en un contexto de alta tensión política. El mensaje llega en medio del cierre parcial del Departamento de Seguridad Nacional, ",SI,SI
PARAFRASEADO,"be2f8774-d823-4f8d-a6d2-3c6f184cdde8","c613af70-61df-4c18-8bc9-b30b6f818eda","Sucesión y fragmentación: Los posibles escenarios tras la caída de “El Mencho” en México","Sucesión y fragmentación: Los posibles escenarios tras la caída de “El Mencho” en México","N/A","Sucesión y fragmentación: Los posibles escenarios tras la caída de “El Mencho” en México","https://www.latercera.com/resizer/v2/OI7FWE65ABAP5L36RP74TZ4VZM.jpg?auth=16b89bf05a2ed3156a70d896761b5ed849725607bb92fa3e7f87c0a478196e36&height=630&width=1200&smart=true","https://www.latercera.com/resizer/v2/OI7FWE65ABAP5L36RP74TZ4VZM.jpg?auth=16b89bf05a2ed3156a70d896761b5ed849725607bb92fa3e7f87c0a478196e36&height=630&width=1200&smart=true","2026-02-23T16:30:00Z","2026-02-23T16:30:00Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","Luego de la muerte de Nemesio Oseguera Cervantes -mejor conocido como “el Mencho”, uno de los capos de la droga más poderosos del mundo- en un operativo realizado por el ejército mexicano, queda la pr","<p>Luego de la muerte de Nemesio Oseguera Cervantes -mejor conocido como “el Mencho”, uno de los capos de la droga más poderosos del mundo- en un operativo realizado por el ejército mexicano, queda la",SI,SI
PARAFRASEADO,"4b4840c2-1b24-4554-9bff-cc409387bfdd","474778cd-5336-41b0-98bc-a584a924a2eb","El Mundial, en alerta tras la ola de violencia en México: España jugará en Guadalajara, convertida en zona de guerra","El Mundial, en alerta tras la ola de violencia en México: España jugará en Guadalajara, convertida en zona de guerra","N/A","El Mundial, en alerta tras la ola de violencia en México: España jugará en Guadalajara, convertida en zona de guerra","https://s3.elespanol.com/2026/02/23/actualidad/1003744142008_261579002_1706x960.jpg?fmt=jpeg","https://s3.elespanol.com/2026/02/23/actualidad/1003744142008_261579002_1706x960.jpg?fmt=jpeg","2026-02-23T15:23:50Z","2026-02-23T15:23:50Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","La policía de Jalisco, tras el abatimiento de 'El Mencho'. EUROPA PRESS

Coches ardiendo en mitad de la calle, carreteras cortadas con barricadas improvisadas, tiroteos cruzados con las fuerzas federa","<p>El gobernador de Jalisco, Pablo Lemus, decretó código rojo, suspendió el transporte público y canceló las clases. La Liga MX suspendió varios partidos, incluido el Clásico Nacional Femenino entre C",SI,SI
PARAFRASEADO,"f13e2db1-a251-4220-a3e8-19f2e6be4afa","475f798b-5d4e-4ad6-8513-debfec7150bf","Fallo sobre aranceles en EE.UU. abre la puerta a devoluciones por 200 mil millones de dólares: Giugale","Fallo sobre aranceles en EE. UU. abre la puerta a devoluciones por 200 mil millones de dólares: Giugale","N/A","Fallo sobre aranceles en EE. UU. abre la puerta a devoluciones por 200 mil millones de dólares: Giugale","https://editorial.aristeguinoticias.com/wp-content/uploads/2026/02/trump-corte-suprema-composicion-23022026.jpg","https://editorial.aristeguinoticias.com/wp-content/uploads/2026/02/trump-corte-suprema-composicion-23022026.jpg","2026-02-23T14:34:40Z","2026-02-23T14:34:40Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","Según el académico de la Universidad de Georgetown, el fallo despoja al Ejecutivo estadounidense de una de sus principales herramientas de política comercial y abre la puerta a litigios por devolucion","<p>Según el académico de la Universidad de Georgetown, el fallo despoja al Ejecutivo estadounidense de una de sus principales herramientas de política comercial y abre la puerta a litigios por devoluc",SI,SI
PARAFRASEADO,"2bff6653-4f28-43e4-ba69-a19f8df9dc06","df730288-abf0-47a6-9603-86b6b3ca36f5","Este truco puede reducir el precio de tus billetes de avión en cientos de euros","Este truco puede reducir el precio de tus billetes de avión en cientos de euros","N/A","Este truco puede reducir el precio de tus billetes de avión en cientos de euros","https://es.gizmodo.com/app/uploads/2026/02/vuelos-baratos-1-1200x675.jpg","https://es.gizmodo.com/app/uploads/2026/02/vuelos-baratos-1-1200x675.jpg","2026-02-23T14:00:25Z","2026-02-23T14:00:25Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","Las aerolÃ­neas y las plataformas de reserva adaptan sus precios segÃºn el paÃ­s desde el que te conectas. Un billete Madrid-Bangkok que aparece a 780 â¬ desde EspaÃ±a puede bajar a 490 â¬ si simula","<p>Las aerolíneas y las plataformas de reserva adaptan sus precios según el país desde el que te conectas. Un billete Madrid-Bangkok que aparece a 780 â¬ desde España puede bajar a 490 â¬ si simulas",SI,SI
PARAFRASEADO,"ac43f468-e63e-49e7-9e8c-3a02b19440b5","62d62b49-929c-4a0e-a8a0-41ff33b339da","México en un mundo fragmentado: ventaja relativa en tiempos inciertos","México en un mundo fragmentado: ventaja relativa en tiempos inciertos","N/A","México en un mundo fragmentado: ventaja relativa en tiempos inciertos","https://www.elfinanciero.com.mx/resizer/v2/HCREDHVXVFAKPOSEMQMQGDZVJY.jpg?smart=true&auth=187a02ae03ea7dba31c615502686885db7ad39e9ce67d84a09d0cfab35ca1285&width=1200&height=630","https://www.elfinanciero.com.mx/resizer/v2/HCREDHVXVFAKPOSEMQMQGDZVJY.jpg?smart=true&auth=187a02ae03ea7dba31c615502686885db7ad39e9ce67d84a09d0cfab35ca1285&width=1200&height=630","2026-02-23T13:38:39Z","2026-02-23T13:38:39Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","El orden económico global atraviesa una transformación profunda. Las tensiones geopolíticas, el regreso de los aranceles y la competencia estratégica entre potencias están acelerando la regionalizació","<p>El orden económico global atraviesa una transformación profunda. Las tensiones geopolíticas, el regreso de los aranceles y la competencia estratégica entre potencias están acelerando la regionaliza",SI,SI
PARAFRASEADO,"13c7a615-dce4-4dd6-a17f-e10f90805b52","b38c94fd-5e37-441e-b046-a9de06b42329","Formación estratégica en criptomonedas","Formación estratégica en criptomonedas","N/A","Solicitar tu plaza Inicio: 08 de abril | Fin: 01 de junio | Días: L/X/J | Horario: de 18:00 - 21:00 | Duración: 70 horas | Modalidad: Presencial, con opción online en directo | Ubicación: Instituto BME (Palacio de la Bolsa) Los criptoactivos y la tecnología blockchain están transformando pr...","N/A","/logo.png","2026-02-23T12:02:30Z","2026-02-23T12:02:30Z","Nacional","reportecentralmx","Solicitar tu plaza

Inicio : 08 de abril | Fin : 01 de junio | Días : L/X/J | Horario : de 18:00 - 21:00 | Duración : 70 horas | Modalidad : Presencial, con opción online en directo | Ubicación : Inst","Solicitar tu plaza Inicio: 08 de abril | Fin: 01 de junio | Días: L/X/J | Horario: de 18:00 - 21:00 | Duración: 70 horas | Modalidad: Presencial, con opción online en directo | Ubicación: Instituto BM",NO,SI
PARAFRASEADO,"615ecbf2-9a82-4dab-9b68-1dc4bf928269","055c5fd1-9dc9-4c37-8b99-d5107950fa11","El ciclista mexicano Isaac del Toro ya tiene en la mira su próxima competencia en este 2026","El ciclista mexicano Isaac del Toro ya tiene en la mira su próxima competencia en este 2026","N/A","Ciudad de México.- Luego de su impresionante victoria en el UAE Tour en Abu Dhabi, donde hizo historia como el primer mexicano en ganarla, el ciclista bajacaliforniano Isaac del Toro tiene definido ya cual será su próximo reto en este 2026. Se trata de la Strade Bianche, una clásica que se co...","N/A","/logo.png","2026-02-23T12:00:00Z","2026-02-23T12:00:00Z","Nacional","tvmexico","Ciudad de MÃ©xico.- Luego de su impresionante victoria en el UAE Tour en Abu Dhabi , donde hizo historia como el primer mexicano en ganarla, el ciclista bajacaliforniano Isaac del Toro tiene definido ","Luego de su impresionante victoria en el UAE Tour en Abu Dhabi, donde hizo historia como el primer mexicano en ganarla, el ciclista bajacaliforniano Isaac del Toro tiene definido ya cual será su próxi",NO,SI
PARAFRASEADO,"419c8ef7-bc87-4afa-8b79-d3b238696f02","5c18f725-c89f-4747-89fa-b9bf26f554b8","Destaca Lorenia Valles Sampedro infraestructura con sentido social en foro de Incide A. C","Destaca Lorenia Valles Sampedro infraestructura con sentido social en foro de Incide A. C","N/A","Destaca Lorenia Valles Sampedro infraestructura con sentido social en foro de Incide A. C","https://www.tribuna.com.mx/u/fotografias/m/2026/2/23/f1280x720-493726_625401_5050.png","https://www.tribuna.com.mx/u/fotografias/m/2026/2/23/f1280x720-493726_625401_5050.png","2026-02-23T12:00:00Z","2026-02-23T12:00:00Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","Hermosillo, Sonora.- ""En la Cuarta TransformaciÃ³n, la polÃ­tica de infraestructura recuperÃ³ su sentido social, al promover que cada obra carretera, portuaria, aeroportuaria, de trenes, servicios pÃº","<p>Hermosillo, Sonora.- ""En la Cuarta Transformación, la política de infraestructura recuperó su sentido social, al promover que cada obra carretera, portuaria, aeroportuaria, de trenes, servicios púb",SI,SI
PARAFRASEADO,"612180ab-ae42-4c43-922e-bb2dfeffcb4b","09e14682-e975-4154-9f99-5fa3937ea83d","¿Será expulsado? Morena inicia proceso contra Sergio Mayer por ir a 'La Casa de los Famosos'","¿Será expulsado? Morena inicia proceso contra Sergio Mayer por ir a 'La Casa de los Famosos'","N/A","¿Será expulsado? Morena inicia proceso contra Sergio Mayer por ir a 'La Casa de los Famosos'","https://www.tribuna.com.mx/u/fotografias/m/2026/2/23/f1280x720-493731_625406_5050.jpg","https://www.tribuna.com.mx/u/fotografias/m/2026/2/23/f1280x720-493731_625406_5050.jpg","2026-02-23T12:00:00Z","2026-02-23T12:00:00Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","Ciudad de MÃ©xico .- El partido Movimiento RegeneraciÃ³n Nacional ( Morena ) puso en marcha sus protocolos de revisiÃ³n interna para evaluar la conducta del diputado federal Sergio Mayer BretÃ³n . Est","<p>Ciudad de México.- El partido Movimiento Regeneración Nacional ( Morena ) puso en marcha sus protocolos de revisión interna para evaluar la conducta del diputado federal Sergio Mayer Bretón. Esta d",SI,SI
PARAFRASEADO,"ad2bbc13-fc87-45e2-856f-fae3fe684d59","f5edf72f-bb0c-4567-a87c-ac727c9b60f4","Cazzu arremetería contra Rauw Alejandro tras mencionar a Christian Nodal en 'Rosita'; él respondería","Cazzu arremetería contra Rauw Alejandro tras mencionar a Christian Nodal en 'Rosita'; él respondería","N/A","Cazzu arremetería contra Rauw Alejandro tras mencionar a Christian Nodal en 'Rosita'; él respondería","https://www.tribuna.com.mx/u/fotografias/m/2026/2/23/f1280x720-493622_625297_2851.jpg","https://www.tribuna.com.mx/u/fotografias/m/2026/2/23/f1280x720-493622_625297_2851.jpg","2026-02-23T12:00:00Z","2026-02-23T12:00:00Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","Ciudad de MÃ©xico.- La reconocida cantante de trap originaria de Argentina, Cazzu , estÃ¡ dando de que hablar, debido a que se ha dicho que arremeterÃ­a en contra del famoso cantante de reguetÃ³n, Rau","<p>Ciudad de México.- La reconocida cantante de trap originaria de Argentina, Cazzu, está dando de que hablar, debido a que se ha dicho que arremetería en contra del famoso cantante de reguetón, Rauw ",SI,SI
PARAFRASEADO,"20a68bba-7ca8-4bf4-83a2-b3530f82f049","f6a1f563-6f39-4c23-a4bd-bd3fcf19e8e4","Reforma Electoral llega al Congreso de la Unión entre tensiones con aliados y críticas de expertos; será presentada el martes","Reforma Electoral llega al Congreso de la Unión entre tensiones con aliados y críticas de expertos; será presentada el martes","N/A","Reforma Electoral llega al Congreso de la Unión entre tensiones con aliados y críticas de expertos; será presentada el martes","https://www.tribuna.com.mx/u/fotografias/m/2026/2/22/f1280x720-493570_625245_5050.png","https://www.tribuna.com.mx/u/fotografias/m/2026/2/22/f1280x720-493570_625245_5050.png","2026-02-23T12:00:00Z","2026-02-23T12:00:00Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","Ciudad de MÃ©xico.- Impulsada desde los tiempos de AndrÃ©s Manuel LÃ³pez Obrador (AMLO) bajo el llamado Plan C , la Reforma Electoral se perfila como la modificaciÃ³n constitucional que podrÃ­a genera","<p>Ciudad de México.- Impulsada desde los tiempos de Andrés Manuel López Obrador (AMLO) bajo el llamado Plan C, la Reforma Electoral se perfila como la modificación constitucional que podría generar u",SI,SI
PARAFRASEADO,"49e670f9-29b9-439f-9200-29d7da4e5790","5cdc711e-2d25-49f7-9396-6662f0563c22","De Ariadne Díaz a conductores de 'Hoy': Estos famosos alzan la voz a violencia por muerte de 'El Mencho'","De Ariadne Díaz a conductores de 'Hoy': Estos famosos alzan la voz a violencia por muerte de 'El Mencho'","N/A","De Ariadne Díaz a conductores de 'Hoy': Estos famosos alzan la voz a violencia por muerte de 'El Mencho'","https://www.tribuna.com.mx/u/fotografias/m/2026/2/23/f1280x720-493602_625277_2035.jpg","https://www.tribuna.com.mx/u/fotografias/m/2026/2/23/f1280x720-493602_625277_2035.jpg","2026-02-23T12:00:00Z","2026-02-23T12:00:00Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","Ciudad de MÃ©xico.- En el mundo del espectÃ¡culos, varios famosos, que van desde Ariadne DÃ­az hasta varios conductores del programa Hoy , tal es el caso de SebastiÃ¡n ResÃ©ndiz , han decidido no qued","<p>Ciudad de México.- En el mundo del espectáculos, varios famosos, que van desde Ariadne Díaz hasta varios conductores del programa Hoy, tal es el caso de Sebastián Reséndiz, han decidido no quedarse",SI,SI
PARAFRASEADO,"b8f203fa-0f85-4f2e-ab88-bddc09d3ae07","e72d6a3d-b631-437d-908b-f9489b7e717f","Unison y el Steus inician mesas negociadoras para la revisión contractual y salarial 2026","Unison y el Steus inician mesas negociadoras para la revisión contractual y salarial 2026","N/A","Unison y el Steus inician mesas negociadoras para la revisión contractual y salarial 2026","https://www.tribuna.com.mx/u/fotografias/m/2026/2/23/f1280x720-493664_625339_5050.jpg","https://www.tribuna.com.mx/u/fotografias/m/2026/2/23/f1280x720-493664_625339_5050.jpg","2026-02-23T12:00:00Z","2026-02-23T12:00:00Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","Hermosillo, Sonora .- La Universidad de Sonora y el Sindicato de Trabajadores y Empleados (Steus) llevaron a cabo formalmente la primera mesa negociadora con el objetivo de dar cumplimiento al proceso","<p>Hermosillo, Sonora.- La Universidad de Sonora y el Sindicato de Trabajadores y Empleados (Steus) llevaron a cabo formalmente la primera mesa negociadora con el objetivo de dar cumplimiento al proce",SI,SI
PARAFRASEADO,"f0f2b123-b749-4bc6-b5e9-f96b09788bdc","1c3bae87-8a92-41cf-bda6-6d7e073931eb","Violencia, democracia y partidos políticos","Violencia, democracia y partidos políticos","N/A","Violencia, democracia y partidos políticos","https://www.elfinanciero.com.mx/resizer/v2/6I3DHLILPREZ7LAFLD5WKMFFTU.jpg?smart=true&auth=ce121de4e4abda8f821fb26da769104ed3ba9b938685c896b0968bf6c93fd037&width=1200&height=630","https://www.elfinanciero.com.mx/resizer/v2/6I3DHLILPREZ7LAFLD5WKMFFTU.jpg?smart=true&auth=ce121de4e4abda8f821fb26da769104ed3ba9b938685c896b0968bf6c93fd037&width=1200&height=630","2026-02-23T11:32:33Z","2026-02-23T11:32:33Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","Parece anticlimático que en un momento como este, en el que se ha desatado la violencia, escriba sobre democracia y partidos políticos, pero considero que justo es cuando más hay que insistir en ello.","<p>Parece anticlimático que en un momento como este, en el que se ha desatado la violencia, escriba sobre democracia y partidos políticos, pero considero que justo es cuando más hay que insistir en el",SI,SI
PARAFRASEADO,"1dc90e5d-fdee-49b7-97eb-de2d0651778f","a04004a9-e97c-4cbf-8f3f-978753f3a574","La nueva forma de autenticación digital: menos datos, privacidad por diseño","La nueva forma de autenticación digital: menos datos, privacidad por diseño","N/A","La nueva forma de autenticación digital: menos datos, privacidad por diseño","https://www.elfinanciero.com.mx/resizer/v2/5Y5IGIGEXNECZAOPG5IEVDLHZA.jpg?smart=true&auth=22b2dda6046747041a8cf89aaed4e45f97b732d70b6169ca0fe417affc842682&width=1200&height=630","https://www.elfinanciero.com.mx/resizer/v2/5Y5IGIGEXNECZAOPG5IEVDLHZA.jpg?smart=true&auth=22b2dda6046747041a8cf89aaed4e45f97b732d70b6169ca0fe417affc842682&width=1200&height=630","2026-02-23T11:23:34Z","2026-02-23T11:23:34Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","En un entorno digital cada vez más interconectado, verificar quiénes somos se ha vuelto una práctica de rutina para acceder a prácticamente cualquier servicio en línea. Esta necesidad cotidiana, a la ","<p>En un entorno digital cada vez más interconectado, verificar quiénes somos se ha vuelto una práctica de rutina para acceder a prácticamente cualquier servicio en línea. Esta necesidad cotidiana, a ",SI,SI
PARAFRASEADO,"5d776e0c-cee8-4ffa-95b5-cc953c15307d","3394ab20-90d9-489a-b27e-e2bd157abd36","No dejarán pasar a “Somos MX”","No dejarán pasar a “Somos MX”","N/A","No dejarán pasar a “Somos MX”","https://www.elfinanciero.com.mx/resizer/v2/C4PZGO2PJNG7XAPIZ6DBQGH6FI.jpg?smart=true&auth=c6d9e45aa6e4f0e239d26345616bd626b3bbbea13e55ee4eaad51d45a5814e7a&width=1200&height=630","https://www.elfinanciero.com.mx/resizer/v2/C4PZGO2PJNG7XAPIZ6DBQGH6FI.jpg?smart=true&auth=c6d9e45aa6e4f0e239d26345616bd626b3bbbea13e55ee4eaad51d45a5814e7a&width=1200&height=630","2026-02-23T11:11:50Z","2026-02-23T11:11:50Z","POLITICA","radiocinconoticias,cbnnoticias,nodoinformativo,tvmexico,verticenoticias,bitacoraurbana,mexicoinformado,noticiasobjetivo,centralmexico,reportecentralmx","En el escenario político nacional comienzan a perfilarse nuevas fuerzas que pretenden irrumpir en un sistema cada vez más polarizado. Una de ellas es Somos MX, agrupación que ha logrado avanzar con ra","<p>En el escenario político nacional comienzan a perfilarse nuevas fuerzas que pretenden irrumpir en un sistema cada vez más polarizado. Una de ellas es Somos MX, agrupación que ha logrado avanzar con",SI,SI
PARAFRASEADO,"accd2a21-0ba8-4c4e-bc06-353ba88954e7","7dea5353-ce7d-48cc-a5fb-3312f75d4913","Qué hay que saber sobre la muerte de “El Mencho”, líder del Cártel Jalisco, y sus consecuencias","Qué hay que saber sobre la muerte de “El Mencho”, líder del Cártel Jalisco, y sus consecuencias","N/A","CIUDAD DE MÉXICO (AP).- La muerte de Nemesio Oseguera Cervantes, alias “el Mencho” —fundador y líder del Cártel Jalisco Nueva Generación, uno de los grupos criminales más poderosos del mundo—, es el mayor golpe de las fuerzas de seguridad mexicanas a los cárteles desde la captura hace una década de...","https://e01-phantom-elmundo.uecdn.es/7ec5887b515b892feade79caf37809e6/resize/1200/f/webp/assets/multimedia/imagenes/2026/02/23/17718519961787.jpg","/logo.png","2026-02-23T09:45:05Z","2026-02-23T09:45:05Z","Nacional","verticenoticias","CIUDAD DE MÉXICO (AP).- La muerte de Nemesio Oseguera Cervantes, alias “el Mencho” —fundador y líder del Cártel Jalisco Nueva Generación, uno de los grupos criminales más poderosos del mundo—, es el m","La muerte de Nemesio Oseguera Cervantes, alias “el Mencho” —fundador y líder del Cártel Jalisco Nueva Generación, uno de los grupos criminales más poderosos del mundo—, es el mayor golpe de las fuerza",NO,SI
PARAFRASEADO,"dd40160a-3dfa-42a0-8701-17b8394ba302","b5f31d3c-a515-4a35-a3db-dada4a2d56cc","Jaime Ortega*: La voz de Cárdenas en Cuba","Jaime Ortega*: La voz de Cárdenas en Cuba","N/A","n los anales de la solidaridad entre México y Cuba guarda un especial recuerdo la visita del general Lázaro Cárdenas el 26 de julio de 1959. Las fotografías frente al capitolio habanero muestran de frente a la izquierda al michoacano y a su derecha al joven barbudo, comandante Fidel Castro. Sin emba...","N/A","/logo.png","2026-02-23T08:54:45Z","2026-02-23T08:54:45Z","Nacional","radiocinconoticias","n los anales de la solidaridad entre México y Cuba guarda un especial recuerdo la visita del general Lázaro Cárdenas el 26 de julio de 1959. Las fotografías frente al capitolio habanero muestran de fr","En los anales de la solidaridad entre México y Cuba guarda un especial recuerdo la visita del general Lázaro Cárdenas el 26 de julio de 1959. Las fotografías frente al capitolio habanero muestran de f",NO,SI
PARAFRASEADO,"bd0f387d-6cd3-4a7c-bafa-87761b96982d","6ba5ac13-e450-4b80-926c-4b58ccdc3701","Rescata cineasta tradiciones de Santiago Laollaga, Oaxaca","Rescata cineasta tradiciones de Santiago Laollaga, Oaxaca","N/A","El filme La danza de los mbio’xho recibirá un estímulo del Imcine para la creación de comunidades indígenas y afrodescendientes Las personas mayores tienen mucho amor al pueblo donde nacieron a pesar de que a veces no crecieron allí. Bajo esa premisa, el realizador Sergio Espinosa Urcino regaló a s...","N/A","/logo.png","2026-02-23T08:54:45Z","2026-02-23T08:54:45Z","Nacional","reportecentralmx","El filme La danza de los mbio’xho recibirá un estímulo del Imcine para la creación de comunidades indígenas y afrodescendientes

Las personas mayores tienen mucho amor al pueblo donde nacieron a pesar","El filme La danza de los mbio’xho recibirá un estímulo del Imcine para la creación de comunidades indígenas y afrodescendientes Las personas mayores tienen mucho amor al pueblo donde nacieron a pesar ",NO,SI
PARAFRASEADO,"56849cca-0bf2-4463-95c9-3d95d8a1cc69","6af316d6-313f-4f6f-b986-8c583659bc0b","Cancelan al menos 237 vuelos a la región tras la muerte de El Mencho","Cancelan al menos 237 vuelos a la región tras la muerte de El Mencho","N/A","Ordenan a personal del AICM no usar uniforme emblemático de la Marina Al menos 237 vuelos desde y hacia los aeropuertos de Guadalajara y Puerto Vallarta, Jalisco; Manzanillo, Colima, y Tepic, Nayarit, se cancelaron debido a los disturbios y hechos violentos desatados en la región tras el abatimient...","N/A","/logo.png","2026-02-23T08:54:45Z","2026-02-23T08:54:45Z","Nacional","tvmexico","Ordenan a personal del AICM no usar uniforme emblemático de la Marina

Al menos 237 vuelos desde y hacia los aeropuertos de Guadalajara y Puerto Vallarta, Jalisco; Manzanillo, Colima, y Tepic, Nayarit","Ordenan a personal del AICM no usar uniforme emblemático de la Marina Al menos 237 vuelos desde y hacia los aeropuertos de Guadalajara y Puerto Vallarta, Jalisco; Manzanillo, Colima, y Tepic, Nayarit,",NO,SI
PARAFRASEADO,"5fcba192-7b00-42eb-9267-16c1d95aebd2","b5aa093f-1f35-4031-86dd-13f50118bcbf","El Parlamento Europeo plantea suspender la ratificación del acuerdo comercial con EEUU tras los nuevos aranceles de Trump","El Parlamento Europeo plantea suspender la ratificación del acuerdo comercial con EEUU tras los nuevos aranceles de Trump","N/A","El presidente de la Comisión de Comercio del Parlamento Europeo (INTA), Bernd Lange, ha avanzado que planteará el próximo lunes la suspensión del proceso de ratificación del acuerdo comercial entre la UE y EEUU a raíz de los nuevos aranceles globales","https://estaticos-cdn.prensaiberica.es/clip/791eced4-76a4-45cd-86c6-41d4ccfaa5b8_16-9-discover-aspect-ratio_default_0_x1200y533.jpg","https://estaticos-cdn.prensaiberica.es/clip/791eced4-76a4-45cd-86c6-41d4ccfaa5b8_16-9-discover-aspect-ratio_default_0_x1200y533.jpg","2026-02-22T12:04:53Z","2026-02-22T12:04:53Z","internacional","reportecentralmx","El presidente de Estados Unidos, Donald Trump / Europa Press/Contacto/Samuel Corum - Pool via CNP

Redacción

El nuevo giro de Donald Trump en su política de aranceles deja en el aire el acuerdo comer","<p>El nuevo giro de Donald Trump en su política de aranceles deja en el aire el acuerdo comercial firmado en verano entre la Unión Europea y EEUU. La Unión Europea ha expresado sus dudas sobre la viab",SI,SI
